Set_ID,sim,Time,end_gen,ngen1,ngen2,Ne,n_ind,n_ind_exp,n_cages,sequence_length,r_msp,r,r_expt,mu_msp,mu,mu_expt,shape,scale,mut_ratio,flip_sel_coef,Ve_w,Ve_w_expt,va_true,va_left,time_stamp_va_left
Set_7_c5_2024-12-18_23-58-43.008723_8.54141414141414e-08_0.5_2_1000_10_4_0_0,1,2024-12-19 00:14:31.090269,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,8.54141414141414e-08,8.54141414141414e-07,0,0.3,0.1,0,0,1,1,0.0521326771434859,0.0379563364689686,ac3-n6_2025-03-13_16-34-57.043594
Set_7_c5_2024-12-19_00-00-57.912646_8.82828282828283e-08_0.5_2_1000_10_4_0_0,1,2024-12-19 00:16:17.362812,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,8.82828282828283e-08,8.82828282828283e-07,0,0.3,0.1,0,0,1,1,0.0592837035216537,0.0427101418512495,ac3-n6_2025-03-13_16-35-18.581247
Set_7_c5_2024-12-19_00-04-27.924021_8.97171717171717e-08_0.5_2_1000_10_4_0_0,1,2024-12-19 00:20:24.243632,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,8.97171717171717e-08,8.97171717171717e-07,0,0.3,0.1,0,0,1,1,0.0592573901058309,0.0392610724557044,ac3-n6_2025-03-13_16-35-51.747878
Set_7_c5_2024-12-19_00-05-00.674833_9.11515151515152e-08_0.5_2_1000_10_4_0_0,1,2024-12-19 00:21:12.952317,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,9.11515151515152e-08,9.11515151515152e-07,0,0.3,0.1,0,0,1,1,0.0587657691826855,0.0399357070512045,ac3-n6_2025-03-13_16-36-02.138951
Set_7_c5_2024-12-19_00-08-57.989868_9.25858585858586e-08_0.5_2_1000_10_4_0_0,1,2024-12-19 00:24:50.392243,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,9.25858585858586e-08,9.25858585858586e-07,0,0.3,0.1,0,0,1,1,0.0602990348527345,0.0419402602955584,ac3-n6_2025-03-13_16-36-26.645751
Set_7_c5_2024-12-19_00-11-12.836644_9.4020202020202e-08_0.5_2_1000_10_4_0_0,1,2024-12-19 00:27:01.409411,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,9.4020202020202e-08,9.4020202020202e-07,0,0.3,0.1,0,0,1,1,0.061234907778348,0.044033417345458,ac3-n6_2025-03-13_16-36-26.908815
Set_7_c5_2024-12-19_00-13-12.997307_9.54545454545455e-08_0.5_2_1000_10_4_0_0,1,2024-12-19 00:28:52.178258,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,9.54545454545455e-08,9.54545454545455e-07,0,0.3,0.1,0,0,1,1,0.0607216354440777,0.0433126181854835,ac3-n6_2025-03-13_16-36-14.802585
Set_7_c5_2024-12-19_00-14-42.824265_9.83232323232323e-08_0.5_2_1000_10_4_0_0,1,2024-12-19 00:30:43.749211,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,9.83232323232323e-08,9.83232323232323e-07,0,0.3,0.1,0,0,1,1,0.0591196695598277,0.0419287185575611,ac3-n6_2025-03-13_16-36-42.216338
Set_7_c5_2024-12-19_00-15-58.028115_1.01191919191919e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 00:31:40.034886,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.01191919191919e-07,1.01191919191919e-06,0,0.3,0.1,0,0,1,1,0.0621710292301232,0.0431841308588342,ac3-n6_2025-03-13_16-36-48.872667
Set_7_c5_2024-12-19_00-21-12.919064_1.04060606060606e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 00:36:26.523085,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.04060606060606e-07,1.04060606060606e-06,0,0.3,0.1,0,0,1,1,0.070075178191719,0.0475541434626579,ac3-n6_2025-03-13_16-37-01.869637
Set_7_c5_2024-12-19_00-25-42.857325_1.06929292929293e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 00:42:31.964242,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.06929292929293e-07,1.06929292929293e-06,0,0.3,0.1,0,0,1,1,0.0627877335904143,0.0448596363507765,ac3-n6_2025-03-13_16-37-22.418426
Set_7_c5_2024-12-19_00-27-57.831681_1.08363636363636e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 00:44:22.518364,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.08363636363636e-07,1.08363636363636e-06,0,0.3,0.1,0,0,1,1,0.0701985967408654,0.0507976716125051,ac3-n6_2025-03-13_16-37-19.938789
Set_7_c5_2024-12-19_00-31-42.927948_1.11232323232323e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 00:50:15.27428,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.11232323232323e-07,1.11232323232323e-06,0,0.3,0.1,0,0,1,1,0.0678292125187785,0.0458814313840959,ac3-n6_2025-03-13_16-37-23.257639
Set_7_c5_2024-12-19_00-32-27.834559_1.12666666666667e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 00:51:37.919008,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.12666666666667e-07,1.12666666666667e-06,0,0.3,0.1,0,0,1,1,0.0697132623815515,0.0486545744926852,ac3-n6_2025-03-13_16-38-56.053463
Set_7_c5_2024-12-19_00-37-57.857502_1.1410101010101e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 00:57:26.904085,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.1410101010101e-07,1.1410101010101e-06,0,0.3,0.1,0,0,1,1,0.0742023036203248,0.051176914538205,ac3-n6_2025-03-13_16-42-15.25085
Set_7_c5_2024-12-19_00-38-12.796154_1.15535353535354e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 00:57:45.277876,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.15535353535354e-07,1.15535353535354e-06,0,0.3,0.1,0,0,1,1,0.0789853538489398,0.0534220064502009,ac3-n6_2025-03-13_16-46-19.647963
Set_7_c5_2024-12-19_00-41-27.939171_1.16969696969697e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:01:46.090288,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.16969696969697e-07,1.16969696969697e-06,0,0.3,0.1,0,0,1,1,0.0782945470980356,0.055594372134717,ac3-n6_2025-03-13_16-47-21.873467
Set_7_c5_2024-12-19_00-41-27.954423_1.1840404040404e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:02:28.473111,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.1840404040404e-07,1.1840404040404e-06,0,0.3,0.1,0,0,1,1,0.0769731700309939,0.0543295859974102,ac3-n6_2025-03-13_16-49-13.530401
Set_7_c5_2024-12-19_00-43-27.894967_1.19838383838384e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:03:30.290594,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.19838383838384e-07,1.19838383838384e-06,0,0.3,0.1,0,0,1,1,0.0797565844818962,0.0559358257414345,ac3-n6_2025-03-13_16-50-14.034186
Set_7_c5_2024-12-19_00-45-27.893127_1.21272727272727e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:05:43.398062,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.21272727272727e-07,1.21272727272727e-06,0,0.3,0.1,0,0,1,1,0.0766176835574537,0.052773405016147,ac3-n6_2025-03-13_16-50-18.494751
Set_7_c5_2024-12-19_00-49-27.880234_1.22707070707071e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:09:40.052094,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.22707070707071e-07,1.22707070707071e-06,0,0.3,0.1,0,0,1,1,0.0808629698291839,0.0546243438857301,ac3-n6_2025-03-13_16-51-10.585943
Set_7_c5_2024-12-19_00-52-27.951775_1.24141414141414e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:11:46.259662,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.24141414141414e-07,1.24141414141414e-06,0,0.3,0.1,0,0,1,1,0.0797267511130945,0.0559124653801875,ac3-n6_2025-03-13_16-50-36.987962
Set_7_c5_2024-12-19_00-56-43.939462_1.27010101010101e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:16:22.775364,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.27010101010101e-07,1.27010101010101e-06,0,0.3,0.1,0,0,1,1,0.09163365336173,0.0652587556692509,ac3-n6_2025-03-13_16-51-06.488263
Set_7_c5_2024-12-19_00-58-42.939099_1.29878787878788e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:18:16.860828,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.29878787878788e-07,1.29878787878788e-06,0,0.3,0.1,0,0,1,1,0.0801819996326652,0.0574817429728475,ac3-n6_2025-03-13_16-51-30.358126
Set_7_c5_2024-12-19_01-03-27.884292_1.32747474747475e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:23:22.043649,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.32747474747475e-07,1.32747474747475e-06,0,0.3,0.1,0,0,1,1,0.088667880798188,0.0610828346638042,ac3-n6_2025-03-13_16-51-03.352191
Set_7_c5_2024-12-19_01-04-27.905537_1.34181818181818e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:23:34.265741,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.34181818181818e-07,1.34181818181818e-06,0,0.3,0.1,0,0,1,1,0.0876483152444735,0.0617257948296596,ac3-n6_2025-03-13_16-51-28.164758
Set_7_c5_2024-12-19_01-10-42.884074_1.37050505050505e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:31:34.178603,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.37050505050505e-07,1.37050505050505e-06,0,0.3,0.1,0,0,1,1,0.0846977142386435,0.060643593092253,ac3-n6_2025-03-13_16-51-52.669481
Set_7_c5_2024-12-19_01-12-27.867033_1.38484848484849e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:32:00.222197,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.38484848484849e-07,1.38484848484849e-06,0,0.3,0.1,0,0,1,1,0.0865704309806959,0.0587164908945919,ac3-n6_2025-03-13_16-51-28.016972
Set_7_c5_2024-12-19_01-17-12.947256_1.39919191919192e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:38:28.576104,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.39919191919192e-07,1.39919191919192e-06,0,0.3,0.1,0,0,1,1,0.0853855954519293,0.0602820768772994,ac3-n6_2025-03-13_16-51-41.827182
Set_7_c5_2024-12-19_01-18-57.884259_1.41353535353535e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:40:27.552183,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.41353535353535e-07,1.41353535353535e-06,0,0.3,0.1,0,0,1,1,0.0937190698697074,0.063848789621815,ac3-n6_2025-03-13_16-55-24.584019
Set_7_c5_2024-12-19_01-19-12.895861_1.42787878787879e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:40:45.255966,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.42787878787879e-07,1.42787878787879e-06,0,0.3,0.1,0,0,1,1,0.0953432207750576,0.0669099652405232,ac3-n6_2025-03-13_16-59-15.938053
Set_7_c5_2024-12-19_01-24-12.894955_1.44222222222222e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:45:35.717009,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.44222222222222e-07,1.44222222222222e-06,0,0.3,0.1,0,0,1,1,0.0917343290434609,0.0652273226723648,ac3-n6_2025-03-13_16-58-24.860567
Set_7_c5_2024-12-19_01-24-27.891044_1.45656565656566e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:45:30.384022,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.45656565656566e-07,1.45656565656566e-06,0,0.3,0.1,0,0,1,1,0.0914584272390777,0.0650063423921566,ac3-n6_2025-03-13_17-03-02.782336
Set_7_c5_2024-12-19_01-30-12.919806_1.48525252525253e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:51:50.741158,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.48525252525253e-07,1.48525252525253e-06,0,0.3,0.1,0,0,1,1,0.0959145741214739,0.0684855123173427,ac3-n6_2025-03-13_17-00-32.701988
Set_7_c5_2024-12-19_01-32-27.862863_1.49959595959596e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:54:24.086869,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.49959595959596e-07,1.49959595959596e-06,0,0.3,0.1,0,0,1,1,0.0960576856274355,0.0664887954097751,ac3-n6_2025-03-13_17-02-51.423263
Set_7_c5_2024-12-19_01-34-12.970237_1.52828282828283e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 01:57:02.266348,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.52828282828283e-07,1.52828282828283e-06,0,0.3,0.1,0,0,1,1,0.0971163196889212,0.0681573655220966,ac3-n6_2025-03-13_17-02-50.397419
Set_7_c5_2024-12-19_01-39-12.884943_1.54262626262626e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 02:02:03.944459,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.54262626262626e-07,1.54262626262626e-06,0,0.3,0.1,0,0,1,1,0.0946918149896606,0.0662554164178206,ac3-n6_2025-03-13_17-02-34.732931
Set_7_c5_2024-12-19_01-41-27.939846_1.5569696969697e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 02:03:29.56317,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.5569696969697e-07,1.5569696969697e-06,0,0.3,0.1,0,0,1,1,0.102643216996264,0.0698373806631447,ac3-n6_2025-03-13_17-06-57.692326
Set_7_c5_2024-12-19_01-46-27.909196_1.6e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 02:08:40.582226,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.6e-07,1.6e-06,0,0.3,0.1,0,0,1,1,0.0951169590138123,0.0679329106302756,ac3-n6_2025-03-13_17-07-01.904569
Set_7_c5_2024-12-19_01-46-27.974096_1.58565656565657e-07_0.5_2_1000_10_4_0_0,1,2024-12-19 02:08:53.089417,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.58565656565657e-07,1.58565656565657e-06,0,0.3,0.1,0,0,1,1,0.109179520507013,0.0753831022607696,ac3-n6_2025-03-13_17-03-12.818564
Set_9_bigbird_2024-12-26_00-57-27.204099_6.57090909090909e-08_0.5_2_1000_10_4_0_0,1,2024-12-26 01:30:18.039552,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,6.57090909090909e-08,6.57090909090909e-07,0,0.3,0.033,0,0,1,1,0.0129623315897482,0.0114900686381402,ac3-n6_2025-03-13_17-43-26.766218
Set_9_bigbird_2024-12-26_00-57-27.25767_6.06545454545455e-08_0.5_2_1000_10_4_0_0,1,2024-12-26 01:28:04.469701,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,6.06545454545455e-08,6.06545454545455e-07,0,0.3,0.033,0,0,1,1,0.011988968527613,0.0105638735353539,ac3-n6_2025-03-13_17-43-45.745521
Set_9_bigbird_2024-12-26_00-57-27.263327_8.08727272727273e-08_0.5_2_1000_10_4_0_0,1,2024-12-26 01:31:22.862969,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,8.08727272727273e-08,8.08727272727273e-07,0,0.3,0.033,0,0,1,1,0.0155584266242664,0.0137732043733741,ac3-n6_2025-03-13_17-42-37.419299
Set_9_bigbird_2024-12-26_00-57-27.263749_9.09818181818182e-08_0.5_2_1000_10_4_0_0,1,2024-12-26 01:39:42.698124,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,9.09818181818182e-08,9.09818181818182e-07,0,0.3,0.033,0,0,1,1,0.0191478039541776,0.017202131060633,ac3-n6_2025-03-13_17-42-48.751719
Set_9_bigbird_2024-12-26_01-00-41.569847_1.112e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 01:47:54.383475,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.112e-07,1.112e-06,0,0.3,0.033,0,0,1,1,0.022784527395274,0.0201318972569676,ac3-n6_2025-03-13_17-45-32.276288
Set_9_bigbird_2024-12-26_01-16-42.137096_1.16254545454545e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 02:02:47.304371,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.16254545454545e-07,1.16254545454545e-06,0,0.3,0.033,0,0,1,1,0.022165743085286,0.0196682718996167,ac3-n6_2025-03-13_17-52-24.835059
Set_9_bigbird_2024-12-26_01-39-26.61531_1.41527272727273e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 02:26:26.851066,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.41527272727273e-07,1.41527272727273e-06,0,0.3,0.033,0,0,1,1,0.0262687785373371,0.0229148523721368,ac3-n6_2025-03-13_17-53-17.947554
Set_9_bigbird_2024-12-26_01-43-11.587899_1.51636363636364e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 02:33:34.818903,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.51636363636364e-07,1.51636363636364e-06,0,0.3,0.033,0,0,1,1,0.030646063254431,0.0270846415355055,ac3-n6_2025-03-13_17-53-32.234411
Set_9_bigbird_2024-12-26_01-46-11.566655_1.61745454545455e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 02:44:01.482452,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.61745454545455e-07,1.61745454545455e-06,0,0.3,0.033,0,0,1,1,0.0337399705176039,0.0299185817547771,ac3-n6_2025-03-13_17-57-31.281057
Set_9_bigbird_2024-12-26_01-51-56.596743_1.71854545454545e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 02:52:10.780799,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.71854545454545e-07,1.71854545454545e-06,0,0.3,0.033,0,0,1,1,0.0323971508803933,0.0289176071535624,ac3-n6_2025-03-13_17-59-23.761996
Set_9_bigbird_2024-12-26_02-06-11.799146_1.76909090909091e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 03:03:40.868283,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.76909090909091e-07,1.76909090909091e-06,0,0.3,0.033,0,0,1,1,0.0391889970359042,0.0343632098475999,ac3-n6_2025-03-13_17-57-28.470977
Set_9_bigbird_2024-12-26_02-14-12.171936_1.97127272727273e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 03:15:17.812417,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.97127272727273e-07,1.97127272727273e-06,0,0.3,0.033,0,0,1,1,0.0392864413298186,0.0345481230431742,ac3-n6_2025-03-13_17-57-34.662019
Set_9_bigbird_2024-12-26_02-36-56.604457_2.17345454545455e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 03:41:46.742033,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.17345454545455e-07,2.17345454545455e-06,0,0.3,0.033,0,0,1,1,0.0403033984843404,0.0353816889120978,ac3-n6_2025-03-13_17-57-37.088394
Set_9_bigbird_2024-12-26_02-46-41.630248_2.27454545454545e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 03:55:07.334999,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.27454545454545e-07,2.27454545454545e-06,0,0.3,0.033,0,0,1,1,0.0416625251876231,0.0366206855759657,ac3-n6_2025-03-13_18-00-05.06268
Set_9_bigbird_2024-12-26_02-57-56.595804_2.37563636363636e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 04:08:06.771491,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.37563636363636e-07,2.37563636363636e-06,0,0.3,0.033,0,0,1,1,0.0481020466093724,0.0427565533006359,ac3-n6_2025-03-13_17-59-39.573101
Set_9_bigbird_2024-12-26_03-06-26.633629_2.47672727272727e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 04:18:20.866921,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.47672727272727e-07,2.47672727272727e-06,0,0.3,0.033,0,0,1,1,0.0436777501773024,0.038453656403103,ac3-n6_2025-03-13_18-29-25.587042
Set_9_bigbird_2024-12-26_03-10-26.680798_2.57781818181818e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 04:20:38.265239,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.57781818181818e-07,2.57781818181818e-06,0,0.3,0.033,0,0,1,1,0.050327423453129,0.043875942379865,ac3-n6_2025-03-13_18-32-03.016298
Set_9_bigbird_2024-12-26_03-21-11.655031_2.67890909090909e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 04:37:38.550997,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.67890909090909e-07,2.67890909090909e-06,0,0.3,0.033,0,0,1,1,0.0557033120760952,0.0493324879494022,ac3-n6_2025-03-13_18-30-47.913496
Set_9_bigbird_2024-12-26_03-45-11.636065_2.83054545454545e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 05:00:39.061181,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.83054545454545e-07,2.83054545454545e-06,0,0.3,0.033,0,0,1,1,0.0597572629840324,0.0522834032952015,ac3-n6_2025-03-13_18-31-15.443735
Set_9_bigbird_2024-12-26_03-58-11.649392_2.98218181818182e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 05:20:41.396822,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.98218181818182e-07,2.98218181818182e-06,0,0.3,0.033,0,0,1,1,0.0621044817574382,0.0557905970014406,ac3-n6_2025-03-13_18-32-54.663104
